id,name,lat,lng,description,cuisine,style,created_at,updated_at,area,phone,,,price,reserve_url,mobile_reserve_url,image_url,city,state,address,postal_code,country,url,menu_url
157,Uncommon Ground-Lakeview,41.95119,-87.659859,,,,2018-12-02 20:32:56.718019,2018-12-02 20:32:56.718019,Chicago / Illinois,7739293680x,,,2,http://www.opentable.com/single.aspx?rid=150811,http://mobile.opentable.com/opentable/?restId=150811,https://www.opentable.com/img/restimages/150811.jpg,Chicago,IL,3800 North Clark Street,60613,US,,
158,RPM Steak,41.889238,-87.6304,,,,2018-12-02 20:32:56.720445,2018-12-02 20:32:56.720445,Chicago / Illinois,3122844990x,,,4,http://www.opentable.com/single.aspx?rid=144913,http://mobile.opentable.com/opentable/?restId=144913,https://www.opentable.com/img/restimages/144913.jpg,Chicago,IL,66 West Kinzie St,60654,US,,
159,Morton's The Steakhouse - Chicago - Wacker Place,41.886766,-87.625604,,,,2018-12-02 20:32:56.722796,2018-12-02 20:32:56.722796,Chicago / Illinois,3122010410x,,,4,http://www.opentable.com/single.aspx?rid=3929,http://mobile.opentable.com/opentable/?restId=3929,https://www.opentable.com/img/restimages/3929.jpg,Chicago,IL,65 East Wacker Place,60601,US,,
160,Sixteen,41.889526,-87.626714,,,,2018-12-02 20:32:56.724863,2018-12-02 20:32:56.724863,Chicago / Illinois,3125888030x,,,4,http://www.opentable.com/single.aspx?rid=19900,http://mobile.opentable.com/opentable/?restId=19900,https://www.opentable.com/img/restimages/19900.jpg,Chicago,IL,401 N. Wabash,60611,US,,
161,Shula's Steak House - Chicago,41.889338,-87.620221,,,,2018-12-02 20:32:56.727429,2018-12-02 20:32:56.727429,Chicago / Illinois,3126700788,,,3,http://www.opentable.com/single.aspx?rid=2076,http://mobile.opentable.com/opentable/?restId=2076,https://www.opentable.com/img/restimages/2076.jpg,Chicago,IL,301 East North Water St.,60611,US,,
162,John Barleycorn Wrigleyville,41.946233,-87.655872,,,,2018-12-02 20:32:56.729515,2018-12-02 20:32:56.729515,Chicago / Illinois,7735496000,,,2,http://www.opentable.com/single.aspx?rid=145651,http://mobile.opentable.com/opentable/?restId=145651,https://www.opentable.com/img/restimages/145651.jpg,Chicago,IL,3524 N. Clark Street,60657,US,,
163,Rakki Kyu,41.899109,-87.666989,,,,2018-12-02 20:32:56.73217,2018-12-02 20:32:56.73217,Chicago / Illinois,7737725985,,,2,http://www.opentable.com/single.aspx?rid=139000,http://mobile.opentable.com/opentable/?restId=139000,https://www.opentable.com/img/restimages/139000.jpg,Chicago,IL,939 N Ashland,60622,US,,
164,IO Urban Roofscape – The Godfrey Chicago,41.894585,-87.631962,,,,2018-12-02 20:32:56.734499,2018-12-02 20:32:56.734499,Chicago / Illinois,3126492000,,,2,http://www.opentable.com/single.aspx?rid=148327,http://mobile.opentable.com/opentable/?restId=148327,https://www.opentable.com/img/restimages/148327.jpg,Chicago,IL,127 W Huron,60654,US,,
165,Arun's,41.957442,-87.708462,,,,2018-12-02 20:32:56.736566,2018-12-02 20:32:56.736566,Chicago / Illinois,7735391909,,,4,http://www.opentable.com/single.aspx?rid=70114,http://mobile.opentable.com/opentable/?restId=70114,https://www.opentable.com/img/restimages/70114.jpg,Chicago,IL,4156 N. Kedzie,60618,US,,
166,Sophie's at Saks Fifth Avenue- Chicago,41.895233,-87.624687,,,,2018-12-02 20:32:56.738654,2018-12-02 20:32:56.738654,Chicago / Illinois,3125253400x,,,2,http://www.opentable.com/single.aspx?rid=117547,http://mobile.opentable.com/opentable/?restId=117547,https://www.opentable.com/img/restimages/117547.jpg,Chicago,IL,700 North Michigan Ave.,60611,US,,
167,Emerald Loop Bar and Grill,41.886511,-87.626777,,,,2018-12-02 20:32:56.740707,2018-12-02 20:32:56.740707,Chicago / Illinois,3122630200,,,2,http://www.opentable.com/single.aspx?rid=10147,http://mobile.opentable.com/opentable/?restId=10147,https://www.opentable.com/img/restimages/10147.jpg,Chicago,IL,216 N Wabash,60601,US,,
168,Del Frisco's Double Eagle Steak House - Chicago,41.900842,-87.626343,,,,2018-12-02 20:32:56.742765,2018-12-02 20:32:56.742765,Chicago / Illinois,3128882499x,,,4,http://www.opentable.com/single.aspx?rid=88825,http://mobile.opentable.com/opentable/?restId=88825,https://www.opentable.com/img/restimages/88825.jpg,Chicago,IL,58 East Oak Street,60611,US,,
169,Chicago Firehouse Restaurant,41.863948,-87.623806,,,,2018-12-02 20:32:56.744626,2018-12-02 20:32:56.744626,Chicago / Illinois,3127861401,,,3,http://www.opentable.com/single.aspx?rid=1033,http://mobile.opentable.com/opentable/?restId=1033,https://www.opentable.com/img/restimages/1033.jpg,Chicago,IL,1401 S. Michigan Ave,60605,US,,
170,Mon Ami Gabi,41.923937,-87.636783,,,,2018-12-02 20:32:56.74651,2018-12-02 20:32:56.74651,Chicago / Illinois,773-348-8886x,,,2,http://www.opentable.com/single.aspx?rid=489,http://mobile.opentable.com/opentable/?restId=489,https://www.opentable.com/img/restimages/489.jpg,Chicago,IL,2300 N. Lincoln Park West,60614,US,,
171,The Publican,41.88655,-87.649241,,,,2018-12-02 20:32:56.749765,2018-12-02 20:32:56.749765,Chicago / Illinois,3127339555,,,2,http://www.opentable.com/single.aspx?rid=27424,http://mobile.opentable.com/opentable/?restId=27424,https://www.opentable.com/img/restimages/27424.jpg,Chicago,IL,837 W. Fulton Market,60607,US,,
172,Gino's East,41.890801,-87.632686,,,,2018-12-02 20:32:56.752754,2018-12-02 20:32:56.752754,Chicago / Illinois,3129884200,,,2,http://www.opentable.com/single.aspx?rid=140887,http://mobile.opentable.com/opentable/?restId=140887,https://www.opentable.com/img/restimages/140887.jpg,Chicago,IL,500 N. LaSalle St,60654,US,,
173,Current,41.893842,-87.615366,,,,2018-12-02 20:32:56.75527,2018-12-02 20:32:56.75527,Chicago / Illinois,3122554460x,,,2,http://www.opentable.com/single.aspx?rid=1805,http://mobile.opentable.com/opentable/?restId=1805,https://www.opentable.com/img/restimages/1805.jpg,Chicago,IL,644 North Lake Shore Drive,60611,US,,
174,Waffles Cafe - Streeterville,41.892546,-87.622483,,,,2018-12-02 20:32:56.758248,2018-12-02 20:32:56.758248,Chicago / Illinois,3128461242,,,2,http://www.opentable.com/single.aspx?rid=149731,http://mobile.opentable.com/opentable/?restId=149731,https://www.opentable.com/img/restimages/149731.jpg,Chicago,IL,203 E. Ohio Street,60611,US,,
175,The Florentine,41.879017,-87.632432,,,,2018-12-02 20:32:56.760601,2018-12-02 20:32:56.760601,Chicago / Illinois,3126608866,,,4,http://www.opentable.com/single.aspx?rid=51226,http://mobile.opentable.com/opentable/?restId=51226,https://www.opentable.com/img/restimages/51226.jpg,Chicago,IL,151 West Adams Street,60604,US,,
176,Niu B Sushi & Robata - South Michigan Ave,41.870743,-87.62471,,,,2018-12-02 20:32:56.762804,2018-12-02 20:32:56.762804,Chicago / Illinois,3129221127x,,,2,http://www.opentable.com/single.aspx?rid=147874,http://mobile.opentable.com/opentable/?restId=147874,https://www.opentable.com/img/restimages/147874.jpg,Chicago,IL,888 South Michigan Ave,60605,US,,
177,Rosebud Steakhouse,41.900031,-87.622125,,,,2018-12-02 20:33:08.938922,2018-12-02 20:33:08.938922,Chicago / Illinois,3123971000x,,,3,http://www.opentable.com/single.aspx?rid=14557,http://mobile.opentable.com/opentable/?restId=14557,https://www.opentable.com/img/restimages/14557.jpg,Chicago,IL,192 E Walton Street,60611,US,,
178,Senza,41.934949,-87.644235,,,,2018-12-02 20:33:08.942868,2018-12-02 20:33:08.942868,Chicago / Illinois,7737703527x,,,4,http://www.opentable.com/single.aspx?rid=92104,http://mobile.opentable.com/opentable/?restId=92104,https://www.opentable.com/img/restimages/92104.jpg,Chicago,IL,2873 N Broadway St,60657,US,,
179,Tradition,41.884909,-87.635693,,,,2018-12-02 20:33:08.946009,2018-12-02 20:33:08.946009,Chicago / Illinois,3122630260x,,,2,http://www.opentable.com/single.aspx?rid=118258,http://mobile.opentable.com/opentable/?restId=118258,https://www.opentable.com/img/restimages/118258.jpg,Chicago,IL,160 N Franklin St,60654,US,,
180,Coco Pazzo Café,41.8935,-87.6227,,,,2018-12-02 20:33:08.948794,2018-12-02 20:33:08.948794,Chicago / Illinois,3126642777x,,,2,http://www.opentable.com/single.aspx?rid=3656,http://mobile.opentable.com/opentable/?restId=3656,https://www.opentable.com/img/restimages/3656.jpg,Chicago,IL,636 N St Clair,60611,US,,
181,Foundation Room House of Blues Chicago,41.888098,-87.629431,,,,2018-12-02 20:33:08.951222,2018-12-02 20:33:08.951222,Chicago / Illinois,3129237050,,,4,http://www.opentable.com/single.aspx?rid=39712,http://mobile.opentable.com/opentable/?restId=39712,https://www.opentable.com/img/restimages/39712.jpg,Chicago,IL,329 N. Dearborn,60654,US,,
182,Spiaggia,41.900523,-87.624383,,,,2018-12-02 20:33:08.9546,2018-12-02 20:33:08.9546,Chicago / Illinois,3122802750x,,,4,http://www.opentable.com/single.aspx?rid=2119,http://mobile.opentable.com/opentable/?restId=2119,https://www.opentable.com/img/restimages/2119.jpg,Chicago,IL,980 North Michigan Ave,60611,US,,
183,Cite,41.896364,-87.616111,,,,2018-12-02 20:33:08.957321,2018-12-02 20:33:08.957321,Chicago / Illinois,3126444050x,,,4,http://www.opentable.com/single.aspx?rid=1564,http://mobile.opentable.com/opentable/?restId=1564,https://www.opentable.com/img/restimages/1564.jpg,Chicago,IL,505 North Lake Shore Drive (Navy Pier),60611,US,,
184,Rockit Bar & Grill,41.890441,-87.629377,,,,2018-12-02 20:33:08.960389,2018-12-02 20:33:08.960389,Chicago / Illinois,3126456000x,,,2,http://www.opentable.com/single.aspx?rid=22825,http://mobile.opentable.com/opentable/?restId=22825,https://www.opentable.com/img/restimages/22825.jpg,Chicago,IL,22 W. Hubbard,60610,US,,
185,Chicago Curry House (Indian and Nepalese Restaurant),41.870798,-87.628092,,,,2018-12-02 20:33:08.963259,2018-12-02 20:33:08.963259,Chicago / Illinois,3123629999,,,2,http://www.opentable.com/single.aspx?rid=34618,http://mobile.opentable.com/opentable/?restId=34618,https://www.opentable.com/img/restimages/34618.jpg,Chicago,IL,899 South Plymouth Ct,60605,US,,
186,Carnivale,41.886805,-87.646018,,,,2018-12-02 20:33:08.965915,2018-12-02 20:33:08.965915,Chicago / Illinois,3128505005x,,,2,http://www.opentable.com/single.aspx?rid=25459,http://mobile.opentable.com/opentable/?restId=25459,https://www.opentable.com/img/restimages/25459.jpg,Chicago,IL,702 West Fulton Market,60661,US,,
187,Level Two,41.893591,-87.622615,,,,2018-12-02 20:33:08.968284,2018-12-02 20:33:08.968284,Chicago / Illinois,3122744444x,,,2,http://www.opentable.com/single.aspx?rid=425,http://mobile.opentable.com/opentable/?restId=425,https://www.opentable.com/img/restimages/425.jpg,Chicago,IL,633 North Saint Clair,60611,US,,
188,Knife & Tine,41.924936,-87.664022,,,,2018-12-02 20:33:08.97072,2018-12-02 20:33:08.97072,Chicago / Illinois,7736978311x,,,2,http://www.opentable.com/single.aspx?rid=145990,http://mobile.opentable.com/opentable/?restId=145990,https://www.opentable.com/img/restimages/145990.jpg,Chicago,IL,1417 Fullerton Ave,60614,US,,
189,The Winchester,41.899705,-87.675569,,,,2018-12-02 20:33:08.97338,2018-12-02 20:33:08.97338,Chicago / Illinois,7736988703x,,,2,http://www.opentable.com/single.aspx?rid=145642,http://mobile.opentable.com/opentable/?restId=145642,https://www.opentable.com/img/restimages/145642.jpg,Chicago,IL,1001 N Winchester,60622,US,,
190,Vermilion,41.890094,-87.628659,,,,2018-12-02 20:33:08.976651,2018-12-02 20:33:08.976651,Chicago / Illinois,3125274060x,,,3,http://www.opentable.com/single.aspx?rid=3654,http://mobile.opentable.com/opentable/?restId=3654,https://www.opentable.com/img/restimages/3654.jpg,Chicago,IL,10 West Hubbard,60654,US,,
191,UNI SUSHI BISTRO,41.910783,-87.67226,,,,2018-12-02 20:33:08.984355,2018-12-02 20:33:08.984355,Chicago / Illinois,7732769899,,,2,http://www.opentable.com/single.aspx?rid=145387,http://mobile.opentable.com/opentable/?restId=145387,https://www.opentable.com/img/restimages/145387.jpg,Chicago,IL,1752 W North Ave,60622,US,,
192,The Ogden Chicago,41.87955,-87.668007,,,,2018-12-02 20:33:08.987637,2018-12-02 20:33:08.987637,Chicago / Illinois,3122261888x,,,2,http://www.opentable.com/single.aspx?rid=136261,http://mobile.opentable.com/opentable/?restId=136261,https://www.opentable.com/img/restimages/136261.jpg,Chicago,IL,1659 W Ogden,60612,US,,
193,River Roast,41.887953,-87.632194,,,,2018-12-02 20:33:08.990224,2018-12-02 20:33:08.990224,Chicago / Illinois,3128220100,,,3,http://www.opentable.com/single.aspx?rid=146197,http://mobile.opentable.com/opentable/?restId=146197,https://www.opentable.com/img/restimages/146197.jpg,Chicago,IL,315 N LaSalle Blvd,60654,US,,
194,Bistrot Margot,41.908301,-87.634453,,,,2018-12-02 20:33:08.992848,2018-12-02 20:33:08.992848,Chicago / Illinois,3125873660x,,,3,http://www.opentable.com/single.aspx?rid=563,http://mobile.opentable.com/opentable/?restId=563,https://www.opentable.com/img/restimages/563.jpg,Chicago,IL,1437 N. Wells,60610,US,,
195,May St. Cafe,41.85269,-87.654863,,,,2018-12-02 20:33:08.995233,2018-12-02 20:33:08.995233,Chicago / Illinois,3124214442x,,,2,http://www.opentable.com/single.aspx?rid=24148,http://mobile.opentable.com/opentable/?restId=24148,https://www.opentable.com/img/restimages/24148.jpg,Chicago,IL,1146 W. Cermak Road,60608,US,,
196,BellyQ,41.884495,-87.662681,,,,2018-12-02 20:33:08.997661,2018-12-02 20:33:08.997661,Chicago / Illinois,3125631010,,,2,http://www.opentable.com/single.aspx?rid=1936,http://mobile.opentable.com/opentable/?restId=1936,https://www.opentable.com/img/restimages/1936.jpg,Chicago,IL,1400 W. Randolph,60607,US,,
197,La Humita Restaurant,41.944722,-87.727487,,,,2018-12-02 20:33:09.000797,2018-12-02 20:33:09.000797,Chicago / Illinois,7737949672,,,2,http://www.opentable.com/single.aspx?rid=105679,http://mobile.opentable.com/opentable/?restId=105679,https://www.opentable.com/img/restimages/105679.jpg,Chicago,IL,3466 N Pulaski,60641,US,,
198,Club Lucky,41.912562,-87.673629,,,,2018-12-02 20:33:09.003685,2018-12-02 20:33:09.003685,Chicago / Illinois,7732272300x,,,2,http://www.opentable.com/single.aspx?rid=30772,http://mobile.opentable.com/opentable/?restId=30772,https://www.opentable.com/img/restimages/30772.jpg,Chicago,IL,1824 W. Wabansia Ave.,60622,US,,
199,Acadia,41.85902,-87.62514,,,,2018-12-02 20:33:09.006471,2018-12-02 20:33:09.006471,Chicago / Illinois,3123609500x,,,4,http://www.opentable.com/single.aspx?rid=76120,http://mobile.opentable.com/opentable/?restId=76120,https://www.opentable.com/img/restimages/76120.jpg,Chicago,IL,1639 S Wabash,60616,US,,
200,Goose Island Brewery,41.913708,-87.65376,,,,2018-12-02 20:33:09.009047,2018-12-02 20:33:09.009047,Chicago / Illinois,3129150071,,,2,http://www.opentable.com/single.aspx?rid=927,http://mobile.opentable.com/opentable/?restId=927,https://www.opentable.com/img/restimages/927.jpg,Chicago,IL,1800 North Clybourn,60614,US,,
201,Sapori Trattoria,41.931654,-87.648827,,,,2018-12-02 20:33:09.012218,2018-12-02 20:33:09.012218,Chicago / Illinois,7738329999,,,2,http://www.opentable.com/single.aspx?rid=2159,http://mobile.opentable.com/opentable/?restId=2159,https://www.opentable.com/img/restimages/2159.jpg,Chicago,IL,2701 N Halsted,60657,US,,
202,Galvin's Public House,41.967416,-87.775008,,,,2018-12-02 20:33:20.119949,2018-12-02 20:33:20.119949,Chicago / Illinois,7732050570,,,2,http://www.opentable.com/single.aspx?rid=140068,http://mobile.opentable.com/opentable/?restId=140068,https://www.opentable.com/img/restimages/140068.jpg,Chicago,IL,5901 W. Lawrence Avenue,60630,US,,
203,Quartino,41.8933,-87.628104,,,,2018-12-02 20:33:20.123698,2018-12-02 20:33:20.123698,Chicago / Illinois,3126985000,,,2,http://www.opentable.com/single.aspx?rid=5655,http://mobile.opentable.com/opentable/?restId=5655,https://www.opentable.com/img/restimages/5655.jpg,Chicago,IL,626 N. State Street,60654,US,,
204,freestyle food + drink,41.894213,-87.628342,,,,2018-12-02 20:33:20.126641,2018-12-02 20:33:20.126641,Chicago / Illinois,312-202-6050x,,,2,http://www.opentable.com/single.aspx?rid=22306,http://mobile.opentable.com/opentable/?restId=22306,https://www.opentable.com/img/restimages/22306.jpg,Chicago,IL,660 N. State Street,60654,US,,
205,Yusho- Logan Square,41.933594,-87.707112,,,,2018-12-02 20:33:20.130069,2018-12-02 20:33:20.130069,Chicago / Illinois,7739048558,,,2,http://www.opentable.com/single.aspx?rid=107887,http://mobile.opentable.com/opentable/?restId=107887,https://www.opentable.com/img/restimages/107887.jpg,Chicago,IL,2853 N. Kedzie Ave,60618,US,,
206,Café Absinthe,41.910637,-87.676773,,,,2018-12-02 20:33:20.133066,2018-12-02 20:33:20.133066,Chicago / Illinois,7732784488x,,,2,http://www.opentable.com/single.aspx?rid=86,http://mobile.opentable.com/opentable/?restId=86,https://www.opentable.com/img/restimages/86.jpg,Chicago,IL,1954 W. North Avenue,60622,US,,
207,Le Colonial - Chicago,41.899973,-87.627135,,,,2018-12-02 20:33:20.136244,2018-12-02 20:33:20.136244,Chicago / Illinois,3122550088x,,,3,http://www.opentable.com/single.aspx?rid=4471,http://mobile.opentable.com/opentable/?restId=4471,https://www.opentable.com/img/restimages/4471.jpg,Chicago,IL,937 N. Rush Street,60611,US,,
208,Drake Bros',41.900137,-87.623784,,,,2018-12-02 20:33:20.138599,2018-12-02 20:33:20.138599,Chicago / Illinois,3129324626x,,,2,http://www.opentable.com/single.aspx?rid=604,http://mobile.opentable.com/opentable/?restId=604,https://www.opentable.com/img/restimages/604.jpg,Chicago,IL,Drake Chicago,60611,US,,
209,Adamus - Silversmith Hotel,41.881432,-87.62646,,,,2018-12-02 20:33:20.141193,2018-12-02 20:33:20.141193,Chicago / Illinois,3123727696x,,,3,http://www.opentable.com/single.aspx?rid=145582,http://mobile.opentable.com/opentable/?restId=145582,https://www.opentable.com/img/restimages/145582.jpg,Chicago,IL,10 S Wabash Ave,60603,US,,
210,Thai Urban Kitchen,41.881876,-87.639713,,,,2018-12-02 20:33:20.143817,2018-12-02 20:33:20.143817,Chicago / Illinois,8889555885x,,,2,http://www.opentable.com/single.aspx?rid=21127,http://mobile.opentable.com/opentable/?restId=21127,https://www.opentable.com/img/restimages/21127.jpg,Chicago,IL,500 W Madison,60661,US,,
211,The Lobby,41.895837,-87.625157,,,,2018-12-02 20:33:20.147471,2018-12-02 20:33:20.147471,Chicago / Illinois,3125736760x,,,3,http://www.opentable.com/single.aspx?rid=2261,http://mobile.opentable.com/opentable/?restId=2261,https://www.opentable.com/img/restimages/2261.jpg,Chicago,IL,108 E Superior,60611,US,,
212,Matsuya Japanese Restaurant,41.940895,-87.651895,,,,2018-12-02 20:33:20.150552,2018-12-02 20:33:20.150552,Chicago / Illinois,7734771652x,,,2,http://www.opentable.com/single.aspx?rid=140539,http://mobile.opentable.com/opentable/?restId=140539,https://www.opentable.com/img/restimages/140539.jpg,Chicago,IL,3242 N Clark,60657,US,,
213,bistronomic,41.898028,-87.627175,,,,2018-12-02 20:33:20.1532,2018-12-02 20:33:20.1532,Chicago / Illinois,3129448400x,,,2,http://www.opentable.com/single.aspx?rid=25162,http://mobile.opentable.com/opentable/?restId=25162,https://www.opentable.com/img/restimages/25162.jpg,Chicago,IL,840 N Wabash,60610,US,,
214,Moe's Cantina Wrigleyville,41.946137,-87.655787,,,,2018-12-02 20:33:20.156645,2018-12-02 20:33:20.156645,Chicago / Illinois,7732480002,,,2,http://www.opentable.com/single.aspx?rid=146173,http://mobile.opentable.com/opentable/?restId=146173,https://www.opentable.com/img/restimages/146173.jpg,Chicago,IL,3518 N Clark St,60613,US,,
